1,Responsible,Ref_pubyr,Class,Order,Data_enterer,Type_locality,Type_country,Affiliations,Countries,Language
UA_826,Pavlo,1969,Mammalia,,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_837,Pavlo,1969,Mammalia,,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1346,Viktor,1969,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,RUssian
UA_1428,Viktor,1969,Mammalia;Aves; Amphibia; Osteichthyes,"Carnivora; Perissodactyla; Artiodactyla; Lagomorpha; Proboscidea; Rodentia; Insectivoar, Strutioformes; Galliformes; Passeriformes; Falconiformes; Gruiformes; Anura; Accipteriformes; Esociformes; Perciformes",Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1525,Viktor,1969,Var Vertebrata,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_825,Pavlo,1969,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,Russian
UA_246,Viktor,1969,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_218,Viktor,1969,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_247,Viktor,1969,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_66,Viktor,1969,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_268,Viktor,1969,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_149,Viktor,1969,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1073,Svitozar,1969,Mammalia,,Baranov,,"USSR (then), Ukraine",T.G.Shevchenko Kyiva National University,Ukraine,Russian
UA_374,Viktor,1969,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",INSTitute of Geography RAS,Russia,Russian
UA_408,Viktor,1969,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1089,Svitozar,1970,Mammalia,Carnivora; Artiodactyla; Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1369,Viktor,1970,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1253,Viktor,1970,Osteichthyes,,Baranov,,"USSR (then), Ukraine",INSTITUTE OF ARCHAEOLOGY RAS,Russia,Russian
UA_1528,Viktor,1970,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1560,Viktor,1970,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_219,Viktor,1970,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_391,Viktor,1970,Reptilia,,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_248,Viktor,1970,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_409,Viktor,1970,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1313,Viktor,1971,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Russian
UA_1090,Svitozar,1971,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1148,Svitozar,1971,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_749,Leonid,1971,Mammalia,Carnivora,Gorobets,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1147,Svitozar,1971,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1347,Viktor,1971,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,RUssian
UA_1529,Viktor,1971,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_220,Viktor,1971,Aves,,Baranov,,"USSR (then), Ukraine",IZAN; Nizhyn Gogol State University,Ukraine,Russian
UA_223,Viktor,1971,Aves; Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_105,Viktor,1971,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_249,Viktor,1971,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_77,Viktor,1971,Mammalia,artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_250,Viktor,1971,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_269,Viktor,1971,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_322,Viktor,1971,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_323,Viktor,1971,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_324,Viktor,1971,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_204,Viktor,1971,Reptilia ,Testudines,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_198,Viktor,1971,"Reptilia, Amphibia",Testudines,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1094,Svitozar,1972,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1092,Svitozar,1972,Mammalia,Artiodactyla; Perissodactyla; Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1348,Viktor,1972,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,RUssian
UA_750,Leonid,1972,Mammalia,Proboscidea,Gorobets,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1274,Viktor,1972,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Institute of Geology RAS,Russia,Russian
UA_1322,Viktor,1972,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_1091,Svitozar,1972,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1530,Viktor,1972,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1533,Viktor,1972,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1571,Viktor,1972,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1582,Viktor,1972,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_353,Viktor,1972,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_354,Viktor,1972,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_254,Viktor,1972,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_191,Viktor,1972,Mammalia,Chiroptera,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_150,Viktor,1972,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_270,Viktor,1972,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_373,Viktor,1972,Mammalia,,Baranov,,"USSR (then), Ukraine",INSTITUTE OF ARCHAEOLOGY RAS,Russia,Russian
UA_465,Viktor,1972,Osteichthyes,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_251,Viktor,1972,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_252,Viktor,1972,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_253,Viktor,1972,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_411,Viktor,1972,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1593,Viktor,1973,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1097,Svitozar,1973,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN; Geological Institute NASU,Ukraine,Russian
UA_1535,Viktor,1973,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1323,Viktor,1973,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_1536,Viktor,1973,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1095,Svitozar,1973,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1096,Svitozar,1973,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1604,Viktor,1973,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1534,Viktor,1973,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_356,Viktor,1973,Aves,Struthioniformes,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_363,Viktor,1973,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_106,Viktor,1973,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1002,Svitozar,1973,Mammalia,Rodentia,Davydenko,,"USSR (then), Ukraine",Faculty of Geology of Saratov State University,Russia ,Russian
UA_151,Viktor,1973,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_272,Viktor,1973,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_79,Viktor,1973,Reptilia,,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_224,Viktor,1973,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_256,Viktor,1973,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_226,Viktor,1973,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_450,Viktor,1973,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Russian
UA_1314,Viktor,1974,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Russian
UA_1098,Svitozar,1974,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1099,Svitozar,1974,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1101,Svitozar,1974,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1102,Svitozar,1974,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1615,Viktor,1974,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_912,Pavlo,1974,Mammalia,Carnivora,,,"USSR (then), Ukraine",Crimean State Service For Game and Nature Protection,Ukraine,Russian
UA_1100,Svitozar,1974,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1370,Viktor,1974,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1538,Viktor,1974,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1539,Viktor,1974,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1324,Viktor,1974,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_787,Pavlo,1974,Reptilia,Testudines,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1540,Viktor,1974,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_107,Viktor,1974,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_144,Viktor,1974,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",?,Ukraine,Russian
UA_110,Viktor,1974,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_225,Viktor,1974,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_237,Viktor,1974,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_325,Viktor,1974,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1103,Svitozar,1975,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1626,Viktor,1975,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1637,Viktor,1975,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_870,Pavlo,1975,Mammalia,Carnivora,,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1105,Svitozar,1975,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1325,Viktor,1975,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_1327,Viktor,1975,Mammalia,,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_1541,Viktor,1975,Var Vertebrata,Primates,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1215,Svitozar,1975,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_357,Viktor,1975,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_119,Viktor,1975,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_120,Viktor,1975,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_271,Viktor,1975,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_193,Viktor,1975,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",NASU Institute of Archaeology,Ukraine,Russian
UA_1016,Svitozar,1976,Mammalia,Rodentia,Davydenko,,Ukraine,Zoological Institute of AS USSR,Ukraine,Russian
UA_1108,Svitozar,1976,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1308,Viktor,1976,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_816,Pavlo,1976,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Institute of Archaeology NASU; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1372,Viktor,1976,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1364,Viktor,1976,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,RUssian
UA_1106,Svitozar,1976,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1107,Svitozar,1976,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1340,Viktor,1976,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,RUssian
UA_788,Pavlo,1976,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_392,Viktor,1976,Mammalia,Artiodactyla; Rodentia,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University; Ivan Franko Lviv National University,Russia; Ukraine,Russian
UA_228,Viktor,1976,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_454,Viktor,1976,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_817,Pavlo,1977,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_1373,Viktor,1977,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_848,Pavlo,1977,Mammalia,,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_892,Pavlo,1977,Mammalia,,,,"USSR (then), Ukraine",Ivano-Frankivsk National Technical University of Oil and Gas,Ukraine,Russian
UA_1109,Svitozar,1977,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1110,Svitozar,1977,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1301,Viktor,1977,Mammalia,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_789,Pavlo,1977,Reptilia,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_814,Pavlo,1977,Var Vertebrata,,,,"USSR (then), Ukraine",Institue of Archaeology NASU; Institute of Geological Sciences NASU,Ukraine,Russian
UA_1315,Viktor,1977,,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_469,Viktor,1977,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",Geological Institute AS USSR (Ulan Ude),Russia,Russian
UA_470,Viktor,1977,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",Geological Institute AS USSR (Ulan Ude),Russia,Russian
UA_274,Viktor,1977,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1226,Svitozar,1977,Mammalia,Rodentia,,,"USSR (then), Ukraine",Ivano-Frankivsk National Technical University of Oil and Gas,Ukraine,Russian
UA_1004,Svitozar,1977,Mammalia,Rodentia?,Davydenko,,"USSR (then), Ukraine",Ivano-Frankivsk National Technical University of Oil and Gas,Ukraine,Ukrainian
UA_1112,Svitozar,1978,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1114,Svitozar,1978,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1374,Viktor,1978,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1375,Viktor,1978,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1655,Viktor,1978,Mammalia,Rodentia,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1656,Viktor,1978,Mammalia,Rodentia,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1657,Viktor,1978,Mammalia,Rodentia,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1658,Viktor,1978,Mammalia,Rodentia,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1111,Svitozar,1978,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1113,Svitozar,1978,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1227,Svitozar,1978,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_358,Viktor,1978,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_275,Viktor,1978,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_276,Viktor,1978,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_229,Viktor,1978,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_818,Pavlo,1979,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_1117,Svitozar,1979,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_819,Pavlo,1979,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Institute of Archaeology NASU; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_1648,Viktor,1979,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_911,Pavlo,1979,Var Vertebrata,,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_359,Viktor,1979,Aves,Strigiformes,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_360,Viktor,1979,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_153,Viktor,1979,Mammalia,Carnivora; Artiodactyla; Perissodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_108,Viktor,1979,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_152,Viktor,1979,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1080,Svitozar,1979,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_280,Viktor,1979,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1660,Viktor,1979,Mammalia,Rodentia,Kovalchuk,N/A,"USSR (then), Ukraine",CMNH AS UkrSSR (now NMNHU),Ukraine,Russian
UA_279,Viktor,1979,Mammalia,,Baranov,,"USSR (then), Ukraine","IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine;  Institute of Geography, RAS",Ukraine; Russia,Russian
UA_278,Viktor,1979,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1118,Svitozar,1980,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_936,Pavlo,1980,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Ukrainian
UA_1238,Svitozar,1980,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1376,Viktor,1980,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_859,Pavlo,1980,Mammalia,Rodentia,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_751,Pavlo,1980,Mammalia,,,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1328,Viktor,1980,Mammalia,,Baranov,,"USSR (then), Ukraine"," Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_1119,Svitozar,1980,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1361,Viktor,1980,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_1256,Viktor,1980,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_961,Pavlo,1980,Var Vertebrata,,,,"USSR (then), Ukraine",T. Shevchenko Kyiv National University,Ukraine,Russian
UA_109,Viktor,1980,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_331,Viktor,1980,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1661,Viktor,1980,Mammalia,Rodentia,Kovalchuk,N/A,"USSR (then), Ukraine",CMNH AS UkrSSR (now NMNHU),Ukraine,Russian
UA_437,Viktor,1980,Reptiles,Testudines,Baranov,,"USSR (then), Ukraine",Tbilisi State University,Georgia,Russian
UA_233,Viktor,1981,Var Vertebrata,,Baranov,,Ukraine,"Institute of Material Culture, RAS",Russia,Russian
UA_885,Pavlo,1981,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institutul de Zoologie | Institute of Zoology,Moldova,Russian
