1,Responsible,Ref_pubyr,Class,Order,Data_enterer,Type_locality,Type_country,Affiliations,Countries,Language
UA_1509,Viktor,1959,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1510,Viktor,1959,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1511,Viktor,1959,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Archaeology NASU,Ukraine,Russian
UA_1493,Viktor,1959,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_208,Viktor,1959,Amphibia,Anura,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_133,Viktor,1959,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine","Instiute of History, Soviet Academy of Science",Russia,Russian
UA_311,Viktor,1959,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1074,Svitozar,1959,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_1075,Svitozar,1959,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_1077,Svitozar,1959,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_312,Viktor,1959,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_313,Viktor,1959,Mammalia,Rodentia; Perissodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1076,Svitozar,1959,Var Vertebrata,,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_1010,Svitozar,1960,Var Vertebrata,,Davydenko,,Ukraine,Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_768,Pavlo,1960,Aves,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_784,Pavlo,1960,Aves,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_952,Pavlo,1960,Mammalia,Insectivora,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1280,Viktor,1960,Mammalia,Perissodactlya,Baranov,,"USSR (then), Ukraine",Vernadsky Simferopol National University,Ukraine,Russian
UA_1281,Viktor,1960,Mammalia,Perissodactlya,Baranov,,"USSR (then), Ukraine",Vernadsky Simferopol National University,Ukraine,Russian
UA_1512,Viktor,1960,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1276,Viktor,1960,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_811,Pavlo,1960,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_805,Pavlo,1960,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_1360,Viktor,1960,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,Russian
UA_1371,Viktor,1960,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,Russian
UA_1275,Viktor,1960,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1083,Svitozar,1960,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1504,Viktor,1960,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1273,Viktor,1960,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_1574,Viktor,1960,Reptilia,Testudines,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1278,Viktor,1960,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",INSTITUTE OF ARCHAEOLOGY RAS,Russia,Russian
UA_1573,Viktor,1960,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_904,Pavlo,1960,Var Vertebrata,,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_995,Pavlo,1960,Var Vertebrata,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_422,Viktor,1960,Aves,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_402,Viktor,1960,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1139,Svitozar,1961,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_854,Pavlo,1961,Mammalia,Proboscidea,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1252,Viktor,1961,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Ivan Franko National University of Lviv,Ukraine,Ukrainian
UA_868,Pavlo,1961,Mammalia,Rodentia,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_869,Pavlo,1961,Mammalia,Rodentia,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_1517,Viktor,1961,Mammalia,,,,"USSR (then), Ukraine",IZAN;  National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1625,Viktor,1961,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_840,Pavlo,1961,Osteichthyes,Stomiiformes,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_839,Pavlo,1961,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_851,Pavlo,1961,Reptilia; Osteichthyes,Sauropterigia,,,"USSR (then), Ukraine",S.I. Subbotin Institue of Geophysics NASU,Ukraine,Russian
UA_1513,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1514,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Archaeology NASU,Ukraine,Russian
UA_1516,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Archaeology NASU,Ukraine,Russian
UA_1543,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Geology NASU,Ukraine,Russian
UA_1575,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_745,Leonid,1961,Var Vertebrata,,Gorobets,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_991,Pavlo,1961,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_1583,Viktor,1961,Var Vertebrata,,,,"USSR (then), Ukraine",V. Vernadsky Simferopol National University,Ukraine,Russian
UA_113,Viktor,1961,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_264,Viktor,1961,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1079,Svitozar,1961,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_167,Viktor,1961,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_168,Viktor,1961,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_314,Viktor,1961,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1070,Svitozar,1961,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",T.G.Shevchenko Kyiva National University,Ukraine,Ukrainian
UA_451,Viktor,1961,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1316,Viktor,1962,Amphibia,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Ukrainian
UA_610,Leonid,1962,Aves,,Gorobets,,"USSR (then), Ukraine",Institute of Palaeobiology Georgian Academy of Science, Georgia,Russian
UA_1310,Viktor,1962,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Russian
UA_1317,Viktor,1962,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University; IZAN,Ukraine,Ukrainian
UA_1140,Svitozar,1962,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1149,Svitozar,1962,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1515,Viktor,1962,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_806,Pavlo,1962,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_807,Pavlo,1962,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_1279,Viktor,1962,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Vernadsky Simferopol National University,Ukraine,Ukrainian
UA_871,Pavlo,1962,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN; Geological Institute RAS,Russia; Ukraine,Ukrainian
UA_776,Pavlo,1962,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_884,Pavlo,1962,Osteichthyes,,,,"USSR (then), Ukraine",Lviv (?),Ukraine,Ukrainian
UA_1306,Viktor,1962,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_1424,Viktor,1962,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1576,Viktor,1962,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1171,Svitozar,1962,Var Vertebrata,,,,"USSR (then), Ukraine","IZAN; Insitute of Mineral Resources, Simferopol",Ukraine,Russian
UA_1160,Svitozar,1962,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_82,Viktor,1962,Aves,Struthioniformes,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_482,Viktor,1962,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_315,Viktor,1962,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1078,Svitozar,1962,Mammalia,Proboscidea,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_45,Viktor,1962,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_55,Viktor,1962,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_209,Viktor,1962,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_203,Viktor,1962,Osteichthyes,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_211,Viktor,1962,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_316,Viktor,1962,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_458,Viktor,1962,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Ukrainian
UA_770,Pavlo,1963,Aves,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1305,Viktor,1963,Aves,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1318,Viktor,1963,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Ukrainian
UA_906,Pavlo,1963,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_1643,Viktor,1963,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1141,Svitozar,1963,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1578,Viktor,1963,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_618,Juan,1963,Mammalia,Proboscidea,Juan,,"USSR (then), Ukraine",IZAN,Ukraine,Lithuanian
UA_910,Pavlo,1963,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_1577,Viktor,1963,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1622,Viktor,1963,Mammalia,,,,"USSR (then), Ukraine",V.N. Karazin Kharkiv National University,Ukraine,Russian
UA_1309,Viktor,1963,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",K.D. Ushinsky Yaroslavl State Pedagogical University ,Russia,Russian
UA_1362,Viktor,1963,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,Russian
UA_1518,Viktor,1963,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1265,Viktor,1963,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1453,Viktor,1963,Var Vertebrata,,,,"USSR (then), Ukraine",Lviv State Natural History Museum,Ukraine,Ukrainian
UA_1093,Svitozar,1963,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1104,Svitozar,1963,Var Vertebrata,,,,"USSR (then), Ukraine","IZAN; Insitute of Mineral Resources, Simferopol",Ukraine,Russian
UA_1116,Svitozar,1963,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1526,Viktor,1963,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1419,Viktor,1963,,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_317,Viktor,1963,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_102,Viktor,1963,Mammalia,,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_452,Viktor,1963,Mammalia,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_467,Viktor,1963,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Kharkiv National University,Ukraine,Russian
UA_1520,Viktor,1964,Aves,"
struthioniformes

",,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1319,Viktor,1964,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Ukrainian
UA_1142,Svitozar,1964,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1143,Svitozar,1964,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1519,Viktor,1964,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_777,Pavlo,1964,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_746,Leonid,1964,Var Vertebrata,,Gorobets,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_748,Leonid,1964,Var Vertebrata,,Gorobets,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_310,Viktor,1964,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Hermitage Museum,Russia,Russian
UA_299,Viktor,1964,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",Hermitage Museum,Russia,Russian
UA_114,Viktor,1964,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences NASU,Ukraine,Ukrainian
UA_484,Viktor,1964,Mammalia,,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Ukrainian
UA_239,Viktor,1964,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Ivan Franko National University of Lviv,Ukraine,Ukrainian
UA_238,Viktor,1964,Reptilia,Testudines,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_242,Viktor,1964,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_403,Viktor,1964,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_404,Viktor,1964,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_619,Juan,1964,Var Vertebrata,,Juan,,"USSR (then), Ukraine",IZAN,Ukraine,English
UA_498,Juan,1965,Aves,Passeriformes,Juan,,"USSR (then), Ukraine","Academy of Sciences of the Azerbaijanian SSR;  Institue of Paleontology, Academy of Sciences of the Georgian SSR;",Azerbaijan; Georgia,English
UA_1311,Viktor,1965,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University; IZAN,Ukraine,Russian
UA_775,Pavlo,1965,Aves,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1320,Viktor,1965,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Ukrainian
UA_1084,Svitozar,1965,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1085,Svitozar,1965,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1307,Viktor,1965,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_1182,Svitozar,1965,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1425,Viktor,1965,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1427,Viktor,1965,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1193,Svitozar,1965,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_852,Pavlo,1965,Mammalia,Cetacea,,,"USSR (then), Ukraine",S.I. Subbotin Institue of Geophysics NASU,Ukraine,Russian
UA_1250,Svitozar,1965,Mammalia,Cetacea,Baranov,,"USSR (then), Ukraine",Ivan Franko National University of Lviv; Lviv Fiorestry University,Ukraine,Russian
UA_1344,Viktor,1965,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,RUssian
UA_793,Pavlo,1965,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1521,Viktor,1965,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1537,Viktor,1965,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1522,Viktor,1965,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Geology NASU,Ukraine,Russian
UA_785,Pavlo,1965,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1204,Svitozar,1965,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_362,Viktor,1965,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_115,Viktor,1965,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_265,Viktor,1965,Mammalia,Insectivora; Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1065,Svitozar,1965,Mammalia,Rodentia,Davydenko,,"USSR (then), Ukraine",,Ukraine,Russian
UA_318,Viktor,1965,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_319,Viktor,1965,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_214,Viktor,1965,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_453,Viktor,1965,Mammalia,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_130,Viktor,1965,Mammalia; Aves,,Baranov,,"USSR (then), Ukraine",?,Ukraine,Russian
UA_200,Viktor,1965,Reptilia ,Testudines,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_196,Viktor,1965,"Reptilia, Amphibia; Osteichthyes",Cypriniformes; Siluriformes; Perciformes; Testudines; Squamata; Caudata; Anura,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_212,Viktor,1965,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_213,Viktor,1965,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1144,Svitozar,1966,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1432,Viktor,1966,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Ukrainian
UA_1350,Viktor,1966,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1251,Viktor,1966,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Ivan Franko National University of Lviv,Ukraine,Ukrainian
UA_1559,Viktor,1966,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_804,Pavlo,1966,Mammalia,,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1145,Svitozar,1966,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1441,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institue of Archaeology RAS,RUssia,Russian
UA_1429,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1579,Viktor,1966,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Geology NASU,Ukraine,Ukrainian
UA_786,Pavlo,1966,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_243,Viktor,1966,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_320,Viktor,1966,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_116,Viktor,1966,Mammalia; Aves,Anseriformes; Lagomorpha; Insectivora; Rodentia; Carnivora; Proboscidea; Perissodactyla; Artiodactyla; ,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_432,Viktor,1966,Osteichthyes,,Baranov,,"USSR (then), Ukraine",INBUM (Institute of Southern Seas Biology),Ukraine,Russian
UA_444,Viktor,1966,Osteichthyes,,Baranov,,"USSR (then), Ukraine",INBUM (Institute of Southern Seas Biology),Ukraine,Russian
UA_215,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_216,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_405,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_406,Viktor,1966,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_771,Pavlo,1967,Aves,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1430,Viktor,1967,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1548,Viktor,1967,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1146,Svitozar,1967,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_808,Pavlo,1967,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_815,Pavlo,1967,Mammalia,,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1086,Svitozar,1967,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_917,Pavlo,1967,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_918,Pavlo,1967,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_841,Pavlo,1967,Reptilia,Squamata,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1363,Viktor,1967,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences NASU,Ukraine,Russian
UA_1524,Viktor,1967,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1127,Svitozar,1967,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_267,Viktor,1967,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_103,Viktor,1967,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN; Institute of Geological Sciences,Ukraine,Russian
UA_197,Viktor,1967,Osteichthyes,Perciformes,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1066,Svitozar,1967,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_407,Viktor,1967,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_459,Viktor,1967,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Ukrainian
UA_421,Viktor,1967,,,Baranov,,"USSR (then), Ukraine",Voeikov Geophysical Observatory,Belarus,Russian
UA_1312,Viktor,1968,Aves,,Baranov,,"USSR (then), Ukraine",Nizhyn Gogol State University,Ukraine,Russian
UA_1087,Svitozar,1968,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1431,Viktor,1968,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1345,Viktor,1968,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,RUssian
UA_919,Pavlo,1968,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1138,Svitozar,1968,Var Vertebrata,,,,"USSR (then), Ukraine","IZAN; Insitute of Mineral Resources, Simferopol",Ukraine,Russian
UA_860,Pavlo,1968,Var Vertebrata,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_217,Viktor,1968,Mammalia,Insectivora; Lagomorpha; Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_02,Viktor,1968,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_1448,Viktor,1968,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_104,Viktor,1968,Mammalia,,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_245,Viktor,1968,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_560,Leonid,1969,Mammalia,Carnivora,Gorobets,,"USSR (then), Ukraine",University of Helsinki,Finland,English
UA_1088,Svitozar,1969,Mammalia,Carnivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_889,Pavlo,1969,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
